https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume XMR,Volume USDT,tradecount
1602788400000,2020-10-15 19:00:00,XMR/USDT,127.32000000,128.71000000,127.28000000,127.93000000,4091.23151000,523452.99135570,1088
1602784800000,2020-10-15 18:00:00,XMR/USDT,127.63000000,127.94000000,127.29000000,127.35000000,2682.39354000,342137.13424220,846
1602781200000,2020-10-15 17:00:00,XMR/USDT,126.87000000,128.22000000,126.77000000,127.64000000,5183.35662000,661739.29516290,1314
1602777600000,2020-10-15 16:00:00,XMR/USDT,127.14000000,128.36000000,126.52000000,126.85000000,5437.28692000,692363.07313250,1265
1602774000000,2020-10-15 15:00:00,XMR/USDT,127.64000000,127.82000000,126.45000000,127.11000000,7144.78873000,908878.73370980,1470
1602770400000,2020-10-15 14:00:00,XMR/USDT,127.99000000,128.08000000,126.86000000,127.64000000,3364.26863000,428740.84557940,1080
1602766800000,2020-10-15 13:00:00,XMR/USDT,126.80000000,129.04000000,126.60000000,128.08000000,7699.40992000,984270.76987050,1756
1602763200000,2020-10-15 12:00:00,XMR/USDT,125.31000000,127.58000000,123.55000000,126.79000000,10052.99198000,1265512.68725450,3550
1602759600000,2020-10-15 11:00:00,XMR/USDT,125.83000000,126.10000000,124.95000000,125.31000000,2342.44380000,293975.85446220,1670
1602756000000,2020-10-15 10:00:00,XMR/USDT,125.82000000,126.96000000,125.10000000,125.83000000,5698.02144000,718038.59356570,1871
1602752400000,2020-10-15 09:00:00,XMR/USDT,128.47000000,128.47000000,124.37000000,125.79000000,13657.35850000,1719923.97391530,3882
1602748800000,2020-10-15 08:00:00,XMR/USDT,128.93000000,129.25000000,127.94000000,128.51000000,3820.77064000,491546.41344580,1095
1602745200000,2020-10-15 07:00:00,XMR/USDT,128.06000000,129.39000000,127.90000000,128.96000000,5499.76923000,707107.87314470,1225
1602741600000,2020-10-15 06:00:00,XMR/USDT,128.20000000,128.47000000,127.80000000,128.06000000,3169.07215000,406051.56957020,817
1602738000000,2020-10-15 05:00:00,XMR/USDT,127.77000000,128.70000000,127.74000000,128.23000000,3011.90300000,386175.74085240,815
1602734400000,2020-10-15 04:00:00,XMR/USDT,127.40000000,127.97000000,126.86000000,127.80000000,1924.66144000,245303.08088500,457
1602730800000,2020-10-15 03:00:00,XMR/USDT,126.42000000,127.73000000,126.38000000,127.36000000,2053.15776000,261163.79775720,593
1602727200000,2020-10-15 02:00:00,XMR/USDT,127.63000000,127.66000000,126.40000000,126.53000000,3708.98344000,470888.36802410,951
1602723600000,2020-10-15 01:00:00,XMR/USDT,127.80000000,128.36000000,127.25000000,127.70000000,3300.11145000,421719.68548860,1215
1602720000000,2020-10-15 00:00:00,XMR/USDT,128.44000000,128.45000000,126.86000000,127.76000000,2678.35385000,342292.33760520,940
1602716400000,2020-10-14 23:00:00,XMR/USDT,128.41000000,129.50000000,127.81000000,128.41000000,6139.12326000,789224.30637130,1371
1602712800000,2020-10-14 22:00:00,XMR/USDT,127.23000000,128.70000000,127.23000000,128.36000000,2932.28327000,375607.61959660,693
1602709200000,2020-10-14 21:00:00,XMR/USDT,128.09000000,128.32000000,127.23000000,127.26000000,2062.26966000,263538.05586870,753
1602705600000,2020-10-14 20:00:00,XMR/USDT,127.84000000,128.44000000,127.59000000,128.10000000,4066.88448000,520884.22962480,1027
1602702000000,2020-10-14 19:00:00,XMR/USDT,126.90000000,128.34000000,126.31000000,127.82000000,5872.02418000,749271.10647580,1419
1602698400000,2020-10-14 18:00:00,XMR/USDT,126.99000000,127.12000000,125.40000000,126.87000000,5319.05975000,672525.63683930,1520
1602694800000,2020-10-14 17:00:00,XMR/USDT,126.30000000,127.82000000,125.00000000,127.14000000,8571.64484000,1081870.45776140,2774
1602691200000,2020-10-14 16:00:00,XMR/USDT,127.05000000,128.52000000,126.24000000,126.35000000,7298.26428000,927811.54205890,2042
1602687600000,2020-10-14 15:00:00,XMR/USDT,128.55000000,128.97000000,126.80000000,126.96000000,7071.70584000,904055.08555130,1709
1602684000000,2020-10-14 14:00:00,XMR/USDT,130.41000000,130.56000000,127.90000000,128.46000000,9336.33623000,1204191.80693400,2253
1602680400000,2020-10-14 13:00:00,XMR/USDT,129.77000000,130.73000000,129.04000000,130.43000000,5002.03122000,650208.65823710,1386
1602676800000,2020-10-14 12:00:00,XMR/USDT,127.67000000,130.24000000,127.00000000,129.73000000,8819.80630000,1134072.32108460,2274
1602673200000,2020-10-14 11:00:00,XMR/USDT,128.55000000,129.61000000,127.61000000,127.70000000,8252.80158000,1062094.63365100,1825
1602669600000,2020-10-14 10:00:00,XMR/USDT,130.28000000,130.44000000,127.72000000,128.51000000,10215.17776000,1318004.54662620,2671
1602666000000,2020-10-14 09:00:00,XMR/USDT,131.36000000,131.50000000,130.20000000,130.28000000,3924.63563000,513307.14102120,992
1602662400000,2020-10-14 08:00:00,XMR/USDT,130.79000000,133.29000000,130.59000000,131.28000000,9316.72091000,1227889.63305160,2402
1602658800000,2020-10-14 07:00:00,XMR/USDT,130.05000000,131.15000000,130.05000000,130.84000000,3800.36623000,496987.55630150,1508
1602655200000,2020-10-14 06:00:00,XMR/USDT,133.11000000,133.39000000,130.01000000,130.06000000,8968.24018000,1176030.80255190,3177
1602651600000,2020-10-14 05:00:00,XMR/USDT,132.39000000,133.13000000,131.79000000,133.13000000,3363.64823000,445194.61133740,924
1602648000000,2020-10-14 04:00:00,XMR/USDT,132.39000000,133.30000000,132.04000000,132.44000000,5278.36005000,699606.36346620,1695
1602644400000,2020-10-14 03:00:00,XMR/USDT,132.15000000,133.30000000,132.15000000,132.38000000,4644.88165000,617266.32151410,1230
1602640800000,2020-10-14 02:00:00,XMR/USDT,131.16000000,133.80000000,131.06000000,132.06000000,11508.79566000,1524343.90957640,3241
1602637200000,2020-10-14 01:00:00,XMR/USDT,130.46000000,131.15000000,129.40000000,131.15000000,3712.36890000,483159.05083380,906
1602633600000,2020-10-14 00:00:00,XMR/USDT,127.90000000,130.80000000,127.89000000,130.37000000,6638.09287000,860935.68124680,1802
1602630000000,2020-10-13 23:00:00,XMR/USDT,127.49000000,128.80000000,127.32000000,127.97000000,2901.85225000,372122.95137790,981
1602626400000,2020-10-13 22:00:00,XMR/USDT,127.32000000,127.57000000,126.78000000,127.49000000,1918.49441000,244003.17345110,597
1602622800000,2020-10-13 21:00:00,XMR/USDT,127.58000000,128.38000000,127.02000000,127.30000000,2234.63328000,285247.35200340,842
1602619200000,2020-10-13 20:00:00,XMR/USDT,126.06000000,127.80000000,126.06000000,127.55000000,3236.94563000,411528.08460780,996
1602615600000,2020-10-13 19:00:00,XMR/USDT,124.85000000,126.69000000,124.62000000,126.07000000,3787.63401000,477244.96286490,1222
1602612000000,2020-10-13 18:00:00,XMR/USDT,125.09000000,126.55000000,124.44000000,124.85000000,5390.82597000,676333.42391740,1723
1602608400000,2020-10-13 17:00:00,XMR/USDT,127.76000000,128.10000000,124.83000000,125.06000000,5281.68193000,667778.64947170,1705
1602604800000,2020-10-13 16:00:00,XMR/USDT,127.24000000,128.79000000,126.21000000,127.75000000,8915.13832000,1137922.26500300,2886
1602601200000,2020-10-13 15:00:00,XMR/USDT,125.65000000,127.50000000,124.98000000,127.24000000,6304.67566000,798047.69703420,2229
1602597600000,2020-10-13 14:00:00,XMR/USDT,123.93000000,125.81000000,123.83000000,125.65000000,8962.08370000,1119052.12739570,2674
1602594000000,2020-10-13 13:00:00,XMR/USDT,125.45000000,125.45000000,123.48000000,123.99000000,12641.54133000,1570518.52920180,3001
1602590400000,2020-10-13 12:00:00,XMR/USDT,126.08000000,126.47000000,124.31000000,125.45000000,8453.68897000,1061253.88903640,2521
1602586800000,2020-10-13 11:00:00,XMR/USDT,127.88000000,128.55000000,125.60000000,126.06000000,9249.43174000,1172013.00304060,2663
1602583200000,2020-10-13 10:00:00,XMR/USDT,127.85000000,128.95000000,125.21000000,127.89000000,13050.82215000,1663058.47380490,3320
1602579600000,2020-10-13 09:00:00,XMR/USDT,128.51000000,128.68000000,127.37000000,127.85000000,4735.65104000,607012.58963380,1043
1602576000000,2020-10-13 08:00:00,XMR/USDT,128.00000000,128.70000000,127.50000000,128.52000000,3931.40741000,503691.00175930,1036
1602572400000,2020-10-13 07:00:00,XMR/USDT,129.29000000,129.31000000,127.88000000,128.00000000,4665.77413000,599111.28005410,1251
1602568800000,2020-10-13 06:00:00,XMR/USDT,130.12000000,130.16000000,129.13000000,129.32000000,4332.02072000,561437.23245630,1128
1602565200000,2020-10-13 05:00:00,XMR/USDT,130.08000000,130.53000000,129.14000000,130.21000000,6492.84076000,844028.67026370,1420
1602561600000,2020-10-13 04:00:00,XMR/USDT,128.39000000,130.17000000,128.25000000,130.15000000,2778.19784000,359219.96716510,1021
1602558000000,2020-10-13 03:00:00,XMR/USDT,128.99000000,128.99000000,127.41000000,128.40000000,5625.87140000,722304.69630190,1459
1602554400000,2020-10-13 02:00:00,XMR/USDT,130.64000000,130.95000000,128.30000000,129.00000000,7312.10043000,945119.04499170,2319
1602550800000,2020-10-13 01:00:00,XMR/USDT,129.43000000,131.91000000,129.29000000,130.74000000,6435.83837000,839466.71546420,1844
1602547200000,2020-10-13 00:00:00,XMR/USDT,129.00000000,129.54000000,128.13000000,129.49000000,5325.53176000,686542.05086270,1464
1602543600000,2020-10-12 23:00:00,XMR/USDT,131.47000000,131.62000000,128.50000000,129.00000000,11263.93874000,1461040.73326560,3326
1602540000000,2020-10-12 22:00:00,XMR/USDT,133.21000000,133.50000000,130.70000000,131.48000000,8489.01916000,1119013.30669020,2352
1602536400000,2020-10-12 21:00:00,XMR/USDT,132.94000000,134.99000000,132.86000000,133.15000000,7556.83780000,1010617.46187070,1907
1602532800000,2020-10-12 20:00:00,XMR/USDT,132.98000000,133.70000000,132.59000000,132.96000000,2188.46617000,291601.13587200,797
1602529200000,2020-10-12 19:00:00,XMR/USDT,133.48000000,134.16000000,132.55000000,133.00000000,4879.91478000,651583.61879480,1645
1602525600000,2020-10-12 18:00:00,XMR/USDT,133.03000000,134.20000000,132.67000000,133.46000000,4670.39377000,623702.83996590,1356
1602522000000,2020-10-12 17:00:00,XMR/USDT,133.32000000,133.71000000,131.72000000,133.05000000,11662.91020000,1546669.37995500,3060
1602518400000,2020-10-12 16:00:00,XMR/USDT,132.57000000,134.30000000,132.39000000,133.19000000,6014.35554000,803367.58137090,1780
1602514800000,2020-10-12 15:00:00,XMR/USDT,132.60000000,134.72000000,131.91000000,132.49000000,10951.00236000,1460639.19171740,3010
1602511200000,2020-10-12 14:00:00,XMR/USDT,133.13000000,133.59000000,131.80000000,132.51000000,9492.11137000,1257306.64943350,2595
1602507600000,2020-10-12 13:00:00,XMR/USDT,132.20000000,135.50000000,130.65000000,133.09000000,20605.63986000,2742316.06006050,7281
1602504000000,2020-10-12 12:00:00,XMR/USDT,128.16000000,132.32000000,127.91000000,132.20000000,11238.95823000,1462895.05383210,3763
1602500400000,2020-10-12 11:00:00,XMR/USDT,128.68000000,130.69000000,127.30000000,128.18000000,9216.83857000,1185108.12943390,2535
1602496800000,2020-10-12 10:00:00,XMR/USDT,130.76000000,132.27000000,126.82000000,128.69000000,20217.97280000,2617956.98104850,4599
1602493200000,2020-10-12 09:00:00,XMR/USDT,132.07000000,132.73000000,129.98000000,130.76000000,19504.18551000,2559497.08583060,4498
1602489600000,2020-10-12 08:00:00,XMR/USDT,130.86000000,133.74000000,130.82000000,132.03000000,14178.14472000,1877230.13648960,3789
1602486000000,2020-10-12 07:00:00,XMR/USDT,128.50000000,132.99000000,128.34000000,130.86000000,12252.89696000,1605269.28694590,3577
1602482400000,2020-10-12 06:00:00,XMR/USDT,129.02000000,129.20000000,127.81000000,128.50000000,11776.97499000,1513887.30262460,2914
1602478800000,2020-10-12 05:00:00,XMR/USDT,128.50000000,147.41000000,127.95000000,129.10000000,34956.77348000,4590391.34761070,8357
1602475200000,2020-10-12 04:00:00,XMR/USDT,129.30000000,129.34000000,128.11000000,128.55000000,4332.98588000,557234.28960690,1456
1602471600000,2020-10-12 03:00:00,XMR/USDT,131.17000000,133.25000000,128.42000000,129.29000000,25945.48987000,3403413.75615870,7956
1602468000000,2020-10-12 02:00:00,XMR/USDT,126.80000000,131.20000000,126.57000000,131.19000000,21928.33978000,2831665.26684220,7323
1602464400000,2020-10-12 01:00:00,XMR/USDT,126.59000000,127.53000000,125.79000000,126.84000000,7555.10139000,957678.95540960,2282
1602460800000,2020-10-12 00:00:00,XMR/USDT,125.81000000,126.58000000,125.04000000,126.54000000,4828.35198000,606521.44688020,1407
1602457200000,2020-10-11 23:00:00,XMR/USDT,125.63000000,126.11000000,124.74000000,125.81000000,4468.26400000,561147.03471930,1533
1602453600000,2020-10-11 22:00:00,XMR/USDT,124.48000000,125.71000000,123.52000000,125.65000000,7645.50487000,953820.08287200,2371
1602450000000,2020-10-11 21:00:00,XMR/USDT,123.00000000,124.48000000,122.11000000,124.47000000,7235.33135000,892724.39140350,1955
1602446400000,2020-10-11 20:00:00,XMR/USDT,120.95000000,123.53000000,120.95000000,123.10000000,10460.75924000,1280434.34429610,3101
1602442800000,2020-10-11 19:00:00,XMR/USDT,122.64000000,122.91000000,120.88000000,121.01000000,6716.84929000,817684.57169190,1777
1602439200000,2020-10-11 18:00:00,XMR/USDT,123.48000000,123.54000000,122.20000000,122.62000000,6537.42451000,803325.09893330,1774
1602435600000,2020-10-11 17:00:00,XMR/USDT,125.01000000,125.14000000,123.33000000,123.48000000,5742.56937000,713483.33448950,1941
1602432000000,2020-10-11 16:00:00,XMR/USDT,124.71000000,125.26000000,123.05000000,125.01000000,14004.51278000,1739508.28488950,3604
1602428400000,2020-10-11 15:00:00,XMR/USDT,123.25000000,129.30000000,123.25000000,124.62000000,14172.98100000,1766008.18135710,3133
1602424800000,2020-10-11 14:00:00,XMR/USDT,123.67000000,124.37000000,123.00000000,123.20000000,5965.27059000,736512.69597640,1971
1602421200000,2020-10-11 13:00:00,XMR/USDT,122.49000000,123.66000000,121.78000000,123.63000000,5157.46829000,633830.22629270,1641
1602417600000,2020-10-11 12:00:00,XMR/USDT,123.47000000,123.91000000,122.39000000,122.46000000,8066.91595000,991270.78504160,2653
1602414000000,2020-10-11 11:00:00,XMR/USDT,123.56000000,124.13000000,122.80000000,123.51000000,5536.52483000,684443.97915950,1646
1602410400000,2020-10-11 10:00:00,XMR/USDT,124.46000000,125.00000000,122.76000000,123.55000000,10207.94224000,1265599.49877880,3465
1602406800000,2020-10-11 09:00:00,XMR/USDT,120.57000000,124.61000000,120.00000000,124.46000000,17154.67628000,2092486.14903420,6388
1602403200000,2020-10-11 08:00:00,XMR/USDT,117.73000000,120.71000000,117.61000000,120.55000000,18694.91004000,2233067.86373210,4765
1602399600000,2020-10-11 07:00:00,XMR/USDT,117.27000000,117.74000000,117.13000000,117.73000000,3702.43969000,434998.23614130,834
1602396000000,2020-10-11 06:00:00,XMR/USDT,116.61000000,117.29000000,116.61000000,117.25000000,2935.82957000,343487.66932700,609
1602392400000,2020-10-11 05:00:00,XMR/USDT,116.08000000,116.83000000,116.04000000,116.58000000,3173.78425000,369504.87556900,599
1602388800000,2020-10-11 04:00:00,XMR/USDT,115.87000000,116.14000000,115.59000000,116.12000000,3372.25838000,390625.74656810,565
1602385200000,2020-10-11 03:00:00,XMR/USDT,116.28000000,116.51000000,115.49000000,115.81000000,2286.97270000,265431.54546260,438
1602381600000,2020-10-11 02:00:00,XMR/USDT,116.23000000,116.52000000,116.08000000,116.28000000,1709.78575000,198836.87036830,310
1602378000000,2020-10-11 01:00:00,XMR/USDT,115.57000000,116.50000000,115.54000000,116.27000000,2045.18231000,237336.63882120,470
1602374400000,2020-10-11 00:00:00,XMR/USDT,115.81000000,116.14000000,115.39000000,115.58000000,2291.28453000,265178.80799370,532
1602370800000,2020-10-10 23:00:00,XMR/USDT,116.85000000,116.85000000,115.48000000,115.88000000,2768.07278000,321157.41729410,843
1602367200000,2020-10-10 22:00:00,XMR/USDT,117.35000000,117.35000000,116.69000000,116.80000000,1577.14294000,184717.33089650,499
1602363600000,2020-10-10 21:00:00,XMR/USDT,116.99000000,117.46000000,116.47000000,117.35000000,1387.66319000,162369.44328210,442
1602360000000,2020-10-10 20:00:00,XMR/USDT,117.12000000,117.37000000,116.58000000,117.08000000,2827.74869000,330858.62385940,700
1602356400000,2020-10-10 19:00:00,XMR/USDT,116.80000000,117.45000000,116.58000000,117.14000000,2229.85642000,260946.31604650,930
1602352800000,2020-10-10 18:00:00,XMR/USDT,116.35000000,117.06000000,116.26000000,116.85000000,2475.76296000,288656.55684880,669
1602349200000,2020-10-10 17:00:00,XMR/USDT,116.01000000,116.90000000,115.94000000,116.40000000,3557.77566000,414402.09658200,1134
1602345600000,2020-10-10 16:00:00,XMR/USDT,116.87000000,117.23000000,115.06000000,116.07000000,8639.42495000,1002350.43330970,2421
1602342000000,2020-10-10 15:00:00,XMR/USDT,117.06000000,117.56000000,116.80000000,116.89000000,6581.75179000,770537.74335440,1314
1602338400000,2020-10-10 14:00:00,XMR/USDT,117.43000000,117.46000000,116.80000000,117.00000000,2494.42411000,291842.25569900,728
1602334800000,2020-10-10 13:00:00,XMR/USDT,117.59000000,117.93000000,117.18000000,117.39000000,4368.40322000,513723.35275340,1013
1602331200000,2020-10-10 12:00:00,XMR/USDT,117.37000000,117.70000000,116.80000000,117.66000000,5322.30878000,623782.49284260,1050
1602327600000,2020-10-10 11:00:00,XMR/USDT,117.62000000,117.86000000,116.80000000,117.44000000,6755.24477000,792804.29858180,1351
1602324000000,2020-10-10 10:00:00,XMR/USDT,117.98000000,118.18000000,117.14000000,117.55000000,6429.84694000,756169.76907570,1229
1602320400000,2020-10-10 09:00:00,XMR/USDT,118.04000000,118.37000000,117.44000000,117.96000000,7180.10567000,846642.41994930,1867
1602316800000,2020-10-10 08:00:00,XMR/USDT,118.25000000,118.48000000,118.00000000,118.07000000,3139.97537000,371315.49520620,717
1602313200000,2020-10-10 07:00:00,XMR/USDT,117.43000000,118.48000000,117.43000000,118.25000000,4133.39400000,488258.53617830,955
1602309600000,2020-10-10 06:00:00,XMR/USDT,116.90000000,117.70000000,116.81000000,117.43000000,4297.58446000,503651.26047280,911
1602306000000,2020-10-10 05:00:00,XMR/USDT,116.97000000,117.08000000,116.80000000,116.88000000,4398.23856000,514037.68952120,720
1602302400000,2020-10-10 04:00:00,XMR/USDT,116.62000000,117.07000000,116.34000000,116.96000000,3348.28264000,391029.00980820,750
1602298800000,2020-10-10 03:00:00,XMR/USDT,117.05000000,117.85000000,116.52000000,116.62000000,5736.93909000,671994.05993830,1214
1602295200000,2020-10-10 02:00:00,XMR/USDT,116.26000000,118.79000000,116.26000000,117.01000000,10901.59305000,1282666.25473290,3305
1602291600000,2020-10-10 01:00:00,XMR/USDT,116.01000000,116.50000000,115.69000000,116.32000000,3210.58427000,372665.89698290,784
1602288000000,2020-10-10 00:00:00,XMR/USDT,115.91000000,116.50000000,115.82000000,116.05000000,3915.48694000,454641.60114650,994
1602284400000,2020-10-09 23:00:00,XMR/USDT,116.07000000,116.78000000,115.66000000,115.92000000,4455.55686000,517781.41915170,1193
1602280800000,2020-10-09 22:00:00,XMR/USDT,116.76000000,116.83000000,115.52000000,116.09000000,6060.03830000,703129.50917440,1527
1602277200000,2020-10-09 21:00:00,XMR/USDT,116.77000000,116.97000000,116.15000000,116.68000000,3948.22917000,460622.26510190,1108
1602273600000,2020-10-09 20:00:00,XMR/USDT,117.36000000,117.52000000,116.54000000,116.74000000,6041.15059000,706719.83990370,1636
1602270000000,2020-10-09 19:00:00,XMR/USDT,116.09000000,117.45000000,115.91000000,117.25000000,6998.36175000,815078.53389170,1395
1602266400000,2020-10-09 18:00:00,XMR/USDT,117.37000000,117.45000000,115.48000000,116.11000000,8116.29280000,942023.06870550,2076
1602262800000,2020-10-09 17:00:00,XMR/USDT,117.29000000,117.67000000,116.83000000,117.34000000,5774.86596000,677602.96485920,1261
1602259200000,2020-10-09 16:00:00,XMR/USDT,116.22000000,118.14000000,116.10000000,117.30000000,20329.97751000,2380083.75542470,4661
1602255600000,2020-10-09 15:00:00,XMR/USDT,115.87000000,116.33000000,115.31000000,116.18000000,12516.22847000,1450268.39371570,2333
1602252000000,2020-10-09 14:00:00,XMR/USDT,114.67000000,116.52000000,114.35000000,115.89000000,25716.67380000,2967652.85505150,5480
1602248400000,2020-10-09 13:00:00,XMR/USDT,111.66000000,114.86000000,111.51000000,114.62000000,15070.50363000,1706685.42722530,4489
1602244800000,2020-10-09 12:00:00,XMR/USDT,111.89000000,112.26000000,111.30000000,111.66000000,7368.43998000,824248.05703260,1793
1602241200000,2020-10-09 11:00:00,XMR/USDT,111.35000000,113.02000000,111.31000000,111.67000000,11300.86017000,1269059.13451230,2561
1602237600000,2020-10-09 10:00:00,XMR/USDT,109.83000000,111.39000000,109.45000000,111.34000000,8489.13317000,939456.02113310,1551
1602234000000,2020-10-09 09:00:00,XMR/USDT,110.13000000,110.46000000,109.42000000,109.75000000,5052.49364000,554756.88774270,920
1602230400000,2020-10-09 08:00:00,XMR/USDT,110.38000000,110.41000000,109.92000000,110.14000000,4971.12763000,547886.72788260,921
1602226800000,2020-10-09 07:00:00,XMR/USDT,109.21000000,110.45000000,109.21000000,110.27000000,4407.54473000,484717.41294470,954
1602223200000,2020-10-09 06:00:00,XMR/USDT,108.72000000,109.47000000,108.35000000,109.21000000,4942.77679000,538518.47050790,907
1602219600000,2020-10-09 05:00:00,XMR/USDT,109.15000000,109.65000000,108.62000000,108.73000000,4829.24511000,527150.28618910,1028
1602216000000,2020-10-09 04:00:00,XMR/USDT,109.77000000,109.94000000,109.05000000,109.20000000,5731.48531000,627507.06796990,1193
1602212400000,2020-10-09 03:00:00,XMR/USDT,110.63000000,110.76000000,109.72000000,109.97000000,4751.50527000,523179.61054610,1411
1602208800000,2020-10-09 02:00:00,XMR/USDT,110.45000000,110.84000000,110.23000000,110.59000000,3179.98820000,351352.79592730,758
1602205200000,2020-10-09 01:00:00,XMR/USDT,110.25000000,110.68000000,110.10000000,110.47000000,3100.21985000,342283.48252930,678
1602201600000,2020-10-09 00:00:00,XMR/USDT,111.30000000,111.36000000,109.36000000,110.34000000,7394.05910000,815165.31873760,1934
1602198000000,2020-10-08 23:00:00,XMR/USDT,111.56000000,111.76000000,110.35000000,111.36000000,5273.69077000,585446.83692900,1434
1602194400000,2020-10-08 22:00:00,XMR/USDT,111.70000000,112.13000000,111.47000000,111.54000000,3624.33155000,405219.04768440,977
1602190800000,2020-10-08 21:00:00,XMR/USDT,111.49000000,112.62000000,111.27000000,111.62000000,5480.53370000,613582.72865250,1607
1602187200000,2020-10-08 20:00:00,XMR/USDT,111.12000000,111.64000000,110.37000000,111.50000000,3592.31462000,399139.69928090,1023
1602183600000,2020-10-08 19:00:00,XMR/USDT,111.44000000,111.83000000,110.80000000,111.22000000,3272.03580000,364056.12265910,1109
1602180000000,2020-10-08 18:00:00,XMR/USDT,111.50000000,111.77000000,110.89000000,111.42000000,3590.84879000,399778.57487610,1039
1602176400000,2020-10-08 17:00:00,XMR/USDT,112.15000000,112.26000000,110.59000000,111.50000000,6323.51305000,703507.87020860,1647
1602172800000,2020-10-08 16:00:00,XMR/USDT,111.19000000,112.27000000,110.70000000,112.04000000,7614.60202000,848945.76490890,1743
1602169200000,2020-10-08 15:00:00,XMR/USDT,111.98000000,112.40000000,110.86000000,111.19000000,6276.16029000,700569.21406110,1661
1602165600000,2020-10-08 14:00:00,XMR/USDT,111.57000000,112.74000000,110.86000000,111.89000000,12781.64160000,1429460.58091670,3150
1602162000000,2020-10-08 13:00:00,XMR/USDT,110.51000000,112.93000000,110.10000000,111.43000000,19542.50291000,2182756.22726880,5408
1602158400000,2020-10-08 12:00:00,XMR/USDT,109.43000000,110.55000000,108.96000000,110.52000000,9411.36813000,1034381.42480920,1762
1602154800000,2020-10-08 11:00:00,XMR/USDT,109.52000000,109.73000000,109.10000000,109.42000000,5201.05994000,569214.61681860,1247
1602151200000,2020-10-08 10:00:00,XMR/USDT,107.77000000,109.55000000,107.64000000,109.52000000,10768.88528000,1173712.51877500,2134
1602147600000,2020-10-08 09:00:00,XMR/USDT,108.09000000,108.78000000,107.49000000,107.77000000,9497.71002000,1024937.61235530,2342
1602144000000,2020-10-08 08:00:00,XMR/USDT,108.59000000,109.57000000,107.92000000,108.08000000,10186.52952000,1109437.33966850,2222
1602140400000,2020-10-08 07:00:00,XMR/USDT,110.13000000,110.84000000,108.15000000,108.62000000,9978.91282000,1089213.06114550,2500
1602136800000,2020-10-08 06:00:00,XMR/USDT,109.59000000,110.84000000,109.19000000,110.19000000,4993.45490000,550863.52879480,1200
1602133200000,2020-10-08 05:00:00,XMR/USDT,110.06000000,110.06000000,108.82000000,109.51000000,7462.96293000,816248.80112710,1483
1602129600000,2020-10-08 04:00:00,XMR/USDT,110.20000000,110.29000000,109.70000000,110.08000000,3298.18553000,362881.67576700,1004
1602126000000,2020-10-08 03:00:00,XMR/USDT,109.97000000,110.82000000,109.69000000,110.29000000,3405.69012000,376006.74834680,1268
1602122400000,2020-10-08 02:00:00,XMR/USDT,109.04000000,110.79000000,108.68000000,110.03000000,7347.51643000,805523.65024800,1844
1602118800000,2020-10-08 01:00:00,XMR/USDT,108.96000000,109.52000000,108.50000000,109.15000000,4273.23405000,465930.10088430,1162
1602115200000,2020-10-08 00:00:00,XMR/USDT,110.27000000,110.34000000,108.59000000,108.92000000,4959.18970000,542585.74408030,1533
1602111600000,2020-10-07 23:00:00,XMR/USDT,109.80000000,111.20000000,109.61000000,110.29000000,7831.98331000,863522.77008010,3014
1602108000000,2020-10-07 22:00:00,XMR/USDT,110.18000000,110.27000000,109.31000000,109.80000000,6151.11307000,675049.66428870,1196
1602104400000,2020-10-07 21:00:00,XMR/USDT,110.48000000,110.71000000,109.74000000,110.15000000,6034.60214000,665178.29774160,2758
1602100800000,2020-10-07 20:00:00,XMR/USDT,111.71000000,111.73000000,110.33000000,110.49000000,4147.11719000,461041.67279300,1180
1602097200000,2020-10-07 19:00:00,XMR/USDT,112.64000000,112.89000000,110.51000000,111.65000000,10740.43587000,1200393.40358780,2167
1602093600000,2020-10-07 18:00:00,XMR/USDT,111.37000000,112.88000000,111.28000000,112.66000000,8463.00934000,949051.48260560,2146
1602090000000,2020-10-07 17:00:00,XMR/USDT,110.64000000,111.85000000,110.21000000,111.38000000,10763.75980000,1195963.07031750,2276
1602086400000,2020-10-07 16:00:00,XMR/USDT,109.45000000,110.66000000,108.53000000,110.63000000,9860.97451000,1081904.70351830,2290
1602082800000,2020-10-07 15:00:00,XMR/USDT,108.82000000,110.62000000,108.25000000,109.45000000,13444.74112000,1476060.47445540,3161
1602079200000,2020-10-07 14:00:00,XMR/USDT,108.17000000,108.90000000,107.66000000,108.71000000,7007.18386000,758561.71993090,1491
1602075600000,2020-10-07 13:00:00,XMR/USDT,108.73000000,108.95000000,107.60000000,108.12000000,6899.54178000,746729.13955310,1466
1602072000000,2020-10-07 12:00:00,XMR/USDT,106.72000000,109.06000000,106.69000000,108.72000000,11118.40228000,1201723.85744270,3505
1602068400000,2020-10-07 11:00:00,XMR/USDT,105.13000000,106.99000000,105.00000000,106.70000000,10653.36427000,1127520.55674430,2235
1602064800000,2020-10-07 10:00:00,XMR/USDT,105.23000000,105.93000000,104.31000000,105.10000000,5968.03427000,627774.57421960,1469
1602061200000,2020-10-07 09:00:00,XMR/USDT,107.07000000,107.15000000,105.00000000,105.28000000,5736.16399000,607074.54913810,1469
1602057600000,2020-10-07 08:00:00,XMR/USDT,106.43000000,107.12000000,105.93000000,107.10000000,3517.16289000,374320.48347070,920
